,Intrinsic,Extrinsic
RUFY1,0.222406936,0.777593064
OR52E2,3.95E-07,0.999999605
BASP1,0.898209228,0.101790772
DEFB103A,NA,NA
OR51L1,1,9.41E-44
LRRC37A3,0.768247784,0.231752216
AC112778.1,0.975948761,0.024051239
FKBP9P1,0.642267553,0.357732447
VSIG10,0.999998621,1.38E-06
MIR7-3HG,NA,NA
IRX5,1,4.28E-43
METRNL,0.741369855,0.258630145
FAM91A1,0.999977561,2.24E-05
KRT18P28,0.014682972,0.985317028
GJA1P1,1,1.26E-27
AL358781.1,1,9.17E-12
WSB2,0.877153372,0.122846628
AL135901.1,NA,NA
GRIN1,1,7.94E-26
SOX11,1,6.51E-13
TYMS,0.477124984,0.522875016
OR51G2,0.283052175,0.716947825
PXMP2,0.411993461,0.588006539
OR51A7,1,7.19E-29
TCEANC,0.81558056,0.18441944
OR51T1,0.972795352,0.027204648
PNMA1,0.310224304,0.689775696
OR51H1,1,9.97E-44
C8orf4,0.999998601,1.40E-06
MAMSTR,1,1.89E-10
TYMSOS,0.189000763,0.810999237
ANKLE2,1,2.65E-14
C8G,1,3.39E-28
FUT2,0.722606056,0.277393944
OR51S1,0.395729164,0.604270836
OR7A15P,1,1.03E-26
OR51F2,0.761348505,0.238651495
EFCAB5,0.514547249,0.485452751
GCNT4,0.543913544,0.456086456
TOB2P1,0.42988879,0.57011121
MUC20,0.999918538,8.15E-05
THAP4,0.955530347,0.044469653
OR51N1P,0.017508094,0.982491906
NFATC2IP,0.999999491,5.09E-07
LY6H,0.951510307,0.048489693
RPL7L1P11,NA,NA
FIBIN,0.861946028,0.138053972
FAM89B,0.909363133,0.090636867
SHMT1,0.997561666,0.002438334
DPP7,0.992837594,0.007162406
TRIM60,0.414647099,0.585352901
AP000679.1,0.001231369,0.998768631
SEC24C,0.999919292,8.07E-05
FMR1NB,0.142775799,0.857224201
SMCR8,0.999107448,0.000892552
HCG4,0.100331944,0.899668056
MTHFR,0.951085681,0.048914319
DEFB104B,0.848436953,0.151563047
C19orf18,1,2.20E-12
DEAF1,0.833409869,0.166590131
MTX3,0.999998414,1.59E-06
TMEM80,1,1.96E-12
SIX5,0.60189532,0.39810468
IFNW1,0.000333681,0.999666319
FBXO46,0.984580859,0.015419141
ZDHHC13,0.146085974,0.853914026
SLC38A9,0.426511253,0.573488747
ACER2,0.284846105,0.715153895
WDR73,0.999961867,3.81E-05
POLE,1,5.31E-18
FAM109B,0.99999374,6.26E-06
SCN4B,1,1.75E-24
DSCAML1,0.2187392,0.7812608
RHOG,0.554380047,0.445619953
EPS8L2,0.999998309,1.69E-06
ZDHHC22,3.69E-16,1
MRVI1-AS1,0.999998612,1.39E-06
ANO6,0.290445205,0.709554795
ZBTB34,0.442170416,0.557829584
LINC00982,0.999522912,0.000477088
FAM9B,1,1.52E-18
CETN1,0.667032659,0.332967341
NUDT4P1,NA,NA
FAM210A,0.661039407,0.338960593
OR2T35,0.210657585,0.789342415
TALDO1,0.693138262,0.306861738
ULK1,1,5.73E-15
NAP1L4P1,0.923535537,0.076464463
OR14C36,0.639308903,0.360691097
RIMKLA,0.99999999,1.03E-08
CLVS1,1,2.56E-20
OR2M7,0.122603516,0.877396484
RPS6KA3,0.960715639,0.039284361
B3GNT8,0.203248124,0.796751876
PUS1,0.999507865,0.000492135
PCNPP5,0.16128101,0.83871899
CHD9,0.372012385,0.627987615
OR2T12,1,9.14E-44
SPACA4,0.816902709,0.183097291
OR2T33,1,7.34E-44
GATD1,1,3.90E-14
OR2M1P,2.46E-06,0.999997545
LINC01561,5.38E-16,1
TRIM72,0.045596311,0.954403689
MAN1B1,1,1.00E-15
DEFB103B,NA,NA
DEFB4B,0.99081078,0.00918922
ENSAP3,2.84E-06,0.999997161
KCNA3,0.462988602,0.537011398
OR2AJ1,0.771266406,0.228733594
FZD8,0.346586033,0.653413967
GJD4,8.91E-08,0.999999911
FBXO39,0.880485725,0.119514275
CLDN22,0.273458421,0.726541579
KCNA2,0.323118655,0.676881345
TOP3A,0.977861888,0.022138112
CASKIN2,0.997045818,0.002954182
OR7E125P,NA,NA
ZBTB38,0.708485758,0.291514242
BEND2,0.201599434,0.798400566
C8orf31,1,7.13E-20
DLGAP1-AS1,0.30511606,0.69488394
LINC00469,0.69557801,0.30442199
FLJ13224,1,7.65E-11
RPL13AP3,0.999992322,7.68E-06
CCDC71,0.995399804,0.004600196
C10orf71,1,2.90E-24
AC024940.1,0.998840565,0.001159435
LRRN4CL,1,6.57E-27
FLJ40194,0.37871396,0.62128604
TIMM22,0.691540697,0.308459303
HIC1,0.993629074,0.006370926
PPFIA3,0.999999996,3.65E-09
MAGEF1,0.999999999,6.01E-10
UMODL1,0.549554277,0.450445723
OR7E8P,0.381934756,0.618065244
AC021054.1,0.920702966,0.079297034
SAMD9L,0.998657891,0.001342109
ZFAS1,0.347942137,0.652057863
UBE2U,1.16E-137,1
AC006001.1,NA,NA
PAWR,0.457862164,0.542137836
TGIF1,0.727461021,0.272538979
MIEF2,0.773143381,0.226856619
NAP1L5,0.409483246,0.590516754
CBX3P1,0.036396847,0.963603153
AL161742.1,0.927033911,0.072966089
NIM1K,0.214385454,0.785614546
CD19,0.977213629,0.022786371
ERICH5,1,4.33E-23
OR2T8,0.705584762,0.294415238
NR2C2,0.984907521,0.015092479
GPR4,0.999913468,8.65E-05
ACOT4,0.990441967,0.009558033
OLIG3,0.935748593,0.064251407
CAVIN1,0.884507632,0.115492368
OR2G3,0.179884411,0.820115589
ARIH2,0.994076423,0.005923577
RBM44,0.999999747,2.53E-07
ZBTB33,0.997532397,0.002467603
OR2G2,0.643158071,0.356841929
ZBED2,0.999999954,4.59E-08
VCX2,0.913052146,0.086947854
IRX3,0.985007659,0.014992341
ST8SIA3,1,1.43E-33
RPRM,0.618548801,0.381451199
OR2B11,0.999999945,5.51E-08
SLC25A22,0.513950855,0.486049145
RABEP2,0.999998415,1.59E-06
NHLH2,0.643608837,0.356391163
AL953897.1,0.881146727,0.118853273
ATOX1,0.912266022,0.087733978
FAM187B,0.999803796,0.000196204
TBL1XR1,0.708099166,0.291900834
SAMD12,0.999990602,9.40E-06
CD163,0.990734755,0.009265245
C18orf32,0.67155969,0.32844031
AC092865.1,NA,NA
GIMAP3P,0.378713962,0.621286038
PIDD1,1,2.24E-12
AL355390.1,0.999944742,5.53E-05
ZNF491,1,1.23E-19
RPLP2,0.459512986,0.540487014
HASPIN,0.996153746,0.003846254
JUN,0.999854371,0.000145629
CSTF2T,0.999741787,0.000258213
PGBD5,0.835762503,0.164237497
C12orf54,0.162766365,0.837233635
GBA,0.992390339,0.007609661
CASC2,1,9.03E-11
ACAD9,0.999986268,1.37E-05
IL17RA,0.999849905,0.000150095
PNPLA2,0.96702642,0.03297358
MBOAT4,0.70602619,0.29397381
TEX44,0.938893238,0.061106762
AGTRAP,0.443295471,0.556704529
CD163L1,0.260220394,0.739779606
SRRM3,0.123905804,0.876094196
THAP5,0.969338868,0.030661132
DEFB114,NA,NA
CRACR2B,1,2.34E-10
SUMO4,1,1.96E-25
MAGEB10,0.021720481,0.978279519
DNAJC28,0.711253935,0.288746065
OR4F4,NA,NA
NAALADL2,0.243716273,0.756283727
CD151,0.275784024,0.724215976
AC011944.1,0.230337036,0.769662964
POLR2L,0.683519195,0.316480805
FAM20C,1,5.57E-14
NECTIN3,0.997100382,0.002899618
SLC35G5,1,7.62E-25
ANXA2R,0.822384011,0.177615989
AC105206.1,1,4.05E-133
TMEM94,0.999999741,2.59E-07
FLII,0.898981798,0.101018202
SOX12,0.99959657,0.00040343
HNRNPA0,0.878812449,0.121187551
FXNP2,0.002187586,0.997812414
AC025171.1,0.68269367,0.31730633
YIPF7,0.335993708,0.664006292
FAM87B,0.122603399,0.877396601
CDKN2AIPNLP1,NA,NA
AC005519.1,0.028827075,0.971172925
AL162595.1,0.638178042,0.361821958
MYOZ1,0.72020251,0.27979749
TMEM78,1,2.26E-115
AC112247.1,0.36340761,0.63659239
KCNJ10,0.72157647,0.27842353
AC098864.1,0.018447203,0.981552797
CHID1,0.991117217,0.008882783
PCDHB9,0.656587392,0.343412608
ZNF620,0.548214791,0.451785209
ZNF518A,0.999998324,1.68E-06
TMEM187,0.99998333,1.67E-05
CACYBPP2,0.7092732,0.2907268
SVBP,0.528304303,0.471695697
ZNF619,0.999999975,2.47E-08
CCDC184,1,2.40E-36
AP3S1,0.682422845,0.317577155
GRB2,0.829056302,0.170943698
ZBTB41,0.812528163,0.187471837
UBE2N,0.623465801,0.376534199
SPATA31C2,0.999999994,5.69E-09
ARL6IP6,0.510089604,0.489910396
ZNF354C,0.46466919,0.53533081
CAPZA3,7.64E-06,0.999992364
MAMDC4,1,7.88E-32
CENPBD1,0.854409924,0.145590076
ODF3,0.493855955,0.506144045
BET1L,0.676884032,0.323115968
RPS27,0.404317113,0.595682887
RIC8A,0.839123031,0.160876969
IMP3,0.815053204,0.184946796
ASB8,0.463957049,0.536042951
LCN15,0.750887107,0.249112893
ODF3B,0.999999962,3.79E-08
DPY19L2,0.250793668,0.749206332
SPATA31E1,0.483767802,0.516232198
ZNRF3-AS1,0.710709759,0.289290241
C2orf73,0.247040289,0.752959711
GPR150,0.496442344,0.503557656
TSPYL6,0.357555272,0.642444728
LRRC75B,0.990292117,0.009707883
DMAP1,0.920980517,0.079019483
ADAMTSL1,1,1.04E-16
FAM26E,0.599259047,0.400740953
IMPDH2,0.841062678,0.158937322
ALS2CL,0.849824877,0.150175123
MLF1,0.749880035,0.250119965
PRSS42,0.403861951,0.596138049
NDUFAF3,0.585293199,0.414706801
C2orf69,0.994628807,0.005371193
GRAMD1C,0.016693883,0.983306117
STAP2,1,3.24E-14
ULK4P3,0.577940869,0.422059131
AC005412.1,1,2.14E-23
HTR3C,0.41191726,0.58808274
TSSK6,6.94E-06,0.999993057
BOLA1,0.320054857,0.679945143
PDE4DIP,0.952698687,0.047301313
DDX10,0.966561552,0.033438448
AL161668.1,NA,NA
GOLGA8Q,1,4.12E-14
PPP1R42,7.02E-06,0.999992981
NDUFV2,0.857412474,0.142587526
FAM27E5,NA,NA
AL672207.1,0.245866046,0.754133954
DALRD3,0.99946492,0.00053508
ZNF114,0.223349827,0.776650173
FAR2P2,0.999977715,2.23E-05
ZNF518B,0.929008977,0.070991023
AMER3,0.749713707,0.250286293
SPINK6,NA,NA
ZNF366,0.979101645,0.020898355
LCORL,0.742938924,0.257061076
PARD6G,0.892888642,0.107111358
ZNF454,0.903314247,0.096685753
SH2B1,1,5.80E-13
AL357314.1,0.993712701,0.006287299
ZC3H12D,0.999937553,6.24E-05
VN1R1,0.999999907,9.29E-08
KDELC2,1,1.64E-15
PLEC,0.999999753,2.47E-07
SH2D4B,0.999999968,3.19E-08
RNF212,0.973247308,0.026752692
PRSS36,0.524903054,0.475096946
ZNF543,0.999988899,1.11E-05
TMEM151B,1,8.82E-44
GALNT11,0.553170474,0.446829526
SLITRK1,1,1.27E-43
C9orf62,0.937001002,0.062998998
LINC01658,NA,NA
WDR6,0.999709315,0.000290685
PRM3,0.919895684,0.080104316
TNP2,0.999999958,4.17E-08
SPAG11A,NA,NA
GEN1,0.999605647,0.000394353
TMPRSS9,1,5.55E-22
AQP11,0.955366762,0.044633238
TMEM11,0.874833538,0.125166462
ZNF354B,0.999999942,5.85E-08
KCNG2,1,1.26E-55
SHISA3,1,8.24E-15
OR2D3,0.013251862,0.986748138
CALML3,0.12544051,0.87455949
CALML5,1,1.15E-27
ZFAND2A,0.279153016,0.720846984
PLEKHM3,0.999932253,6.77E-05
ZNF223,0.603502567,0.396497433
HTR1A,0.290563637,0.709436363
CCDC185,0.862360806,0.137639194
FAM220A,0.970274616,0.029725384
DNAJC22,1,2.33E-25
NEUROG2,0.724447983,0.275552017
CEP295NL,1,3.05E-17
BEND3,0.394282934,0.605717066
AC068473.1,NA,NA
NT5DC1,0.5488337,0.4511663
RPS3AP5,0.611966858,0.388033142
LINC00843,1,6.88E-48
GLDC,1,2.23E-11
COX14,0.618965357,0.381034643
LINC00314,0.926292407,0.073707593
H3F3AP6,0.151472928,0.848527072
MCMDC2,0.292811783,0.707188217
TUBAL3,0.145936826,0.854063174
RPL10P16,0.402941591,0.597058409
P4HTM,0.998883959,0.001116041
UCN3,0.004103525,0.995896475
DTX3,0.999993339,6.66E-06
KLHL11,0.920711403,0.079288597
NECAP1P1,1,4.24E-44
AMBN,1,8.14E-19
CTXN1,0.999910001,9.00E-05
SLC25A20,0.995225482,0.004774518
CA8,1,2.73E-17
CKS1BP6,NA,NA
CD28,0.304491458,0.695508542
EPM2AIP1,1,3.01E-11
ERBB4,0.73232388,0.26767612
MAF,0.952323729,0.047676271
CTNNBIP1,0.688545626,0.311454374
OR6B3,0.934798522,0.065201478
DEFB125,0.000552023,0.999447977
GAPDHP29,0.930571238,0.069428762
PSAPL1,1,2.24E-24
OTOS,NA,NA
GTPBP6,NA,NA
ERN1,1,1.40E-11
GPR35,0.253012231,0.746987769
ACTG1P1,0.999942305,5.77E-05
AC092656.1,0.880584697,0.119415303
C10orf53,0.675165719,0.324834281
PPIAP33,9.25E-06,0.999990753
ARMC10P1,1,1.53E-13
CSRNP3,0.088148157,0.911851843
ZNF713,0.999999995,4.52E-09
PARP10,1,3.43E-14
DYNAP,0.993238078,0.006761922
SUZ12,0.375862262,0.624137738
NSUN3,0.916063613,0.083936387
KCTD12,0.999499825,0.000500175
DHFR2,1,8.94E-11
AL450998.1,0.661559255,0.338440745
RPP25,0.99999997,3.03E-08
GRINA,0.974757291,0.025242709
C5orf64,1,3.38E-47
GLULP4,0.999999998,1.54E-09
THBD,0.99984355,0.00015645
GP5,0.308230259,0.691769741
LMO7DN,0.78732309,0.21267691
COX5A,0.510784742,0.489215258
STX19,1,6.24E-97
ERFE,0.841357693,0.158642307
FAM219B,0.999420607,0.000579393
HIST1H2BPS1,NA,NA
ZHX2,0.998063642,0.001936358
CPN2,0.789296892,0.210703108
CPNE7,0.626426633,0.373573367
C5orf46,0.925621154,0.074378846
CD300LB,1,1.45E-14
GDPD4,0.752499359,0.247500641
RIIAD1,0.743228464,0.256771536
MPI,0.913857176,0.086142824
ADORA2A-AS1,0.54915258,0.45084742
H1FOO,0.920792936,0.079207064
TRIM73,1,1.95E-47
OPLAH,1,1.52E-16
TMEM52,0.944221814,0.055778186
TMEM139,0.489744166,0.510255834
RNF186,0.36134296,0.63865704
AC114812.1,1,2.38E-43
EFCAB13,0.129087126,0.870912874
MSC,0.999999405,5.95E-07
APOLD1,0.479923784,0.520076216
RFLNA,0.725982515,0.274017485
EXOSC4,0.663471608,0.336528392
DPY19L3,0.731020204,0.268979796
TAF7,0.959340982,0.040659018
ZNF852,0.99954238,0.00045762
FOXE1,0.000951955,0.999048045
PFAS,0.999999973,2.68E-08
HYI,0.999999835,1.65E-07
C17orf62,0.999968537,3.15E-05
TPRX1,0.903673865,0.096326135
LGALS7B,0.639804839,0.360195161
ZNF552,0.999997768,2.23E-06
SMIM10L2A,1,1.37E-23
GAK,0.99999939,6.10E-07
ZBTB7A,0.890328826,0.109671174
TUFM,0.973000629,0.026999371
ERICH3,0.999983778,1.62E-05
RMI1,0.999983919,1.61E-05
CTC1,0.999999997,2.89E-09
FBXO34,0.994965409,0.005034591
LINC00324,0.999999994,5.70E-09
SELENOW,0.403896633,0.596103367
EIF3K,0.639484774,0.360515226
MRFAP1L1,0.989140307,0.010859693
SNX18,0.999997358,2.64E-06
EXD1,0.209832515,0.790167485
AURKB,0.999984166,1.58E-05
TAS1R2,1,2.29E-43
C14orf39,0.762237817,0.237762183
MRFAP1,0.932109642,0.067890358
C3orf38,0.642483479,0.357516521
KLHDC7A,7.75E-26,1
AC245177.1,NA,NA
TMEM107,0.998946229,0.001053771
Z73417.1,0.402540826,0.597459174
AP001885.1,1,3.62E-43
RRS1,0.969539478,0.030460522
EXOC3L1,0.999999995,5.09E-09
TRIML2,0.649106069,0.350893931
RCC2,0.986762997,0.013237003
OR13D1,0.825782939,0.174217061
IGSF22,1,3.12E-22
C9orf50,0.898971268,0.101028732
ZFP42,0.373584549,0.626415451
AC020907.1,0.94723333,0.05276667
CCDC89,1,8.83E-22
TAAR3P,0.868953499,0.131046501
C9orf106,0.246529698,0.753470302
FAM133A,0.156027334,0.843972666
DPM3,0.441004179,0.558995821
C12orf42,0.997021003,0.002978997
CYC1,0.925407409,0.074592591
PER1,0.785065405,0.214934595
HTR1F,0.490899203,0.509100797
AL590139.1,0.046571826,0.953428174
TMTC2,0.416028338,0.583971662
HES7,1,1.04E-46
FARSA,0.495294248,0.504705752
SPTY2D1,0.979785838,0.020214162
AC073335.1,1,8.65E-34
C10orf67,0.686168178,0.313831822
SAMD4B,0.999593048,0.000406952
LINC00670,0.959444592,0.040555408
MTUS2-AS1,0.883515969,0.116484031
CYP11B2,0.395598503,0.604401497
GIMAP7,0.825902772,0.174097228
ALOXE3,0.162852012,0.837147988
EDC3,0.70822606,0.29177394
TCAIM,0.999878186,0.000121814
RPS2P28,0.915811239,0.084188761
FUCA1,0.999999147,8.53E-07
PXT1,1,9.33E-11
GGN,5.32E-80,1
AF186996.1,0.697844125,0.302155875
HNRNPCL1,0.99999855,1.45E-06
TMEM125,1,2.89E-115
ZNF664,0.528906751,0.471093249
SIGLECL1,0.409718052,0.590281948
CALR,0.999324813,0.000675187
LINC00311,0.024041184,0.975958816
MAGED1,0.999992391,7.61E-06
AP002360.1,1,4.70E-10
LDLRAD3,0.252304396,0.747695604
CDH4,6.44E-13,1
AL162457.1,0.378713945,0.621286055
SMCO3,0.731969066,0.268030934
RAD23A,0.667242047,0.332757953
C2orf71,0.651871698,0.348128302
GADD45GIP1,0.995552975,0.004447025
MEIS3P1,0.759818851,0.240181149
DAND5,0.183489847,0.816510153
TMEM151A,0.520970683,0.479029317
PTPN11,0.919216708,0.080783292
NSUN7,0.648301991,0.351698009
RTL3,0.999999687,3.13E-07
FAM156B,1,1.45E-84
WSCD1,0.999546695,0.000453305
RAB39A,1,5.80E-11
CLK3,0.99999957,4.30E-07
AC008267.1,1,8.32E-28
HLA-DQB1,0.999929231,7.08E-05
GATA2,0.721436666,0.278563334
ARID3B,0.529264295,0.470735705
HMGN2P46,0.755613638,0.244386362
TMEM31,2.82E-28,1
PACS2,1,1.56E-13
OR4K11P,0.002540813,0.997459187
ELMOD2,0.999997556,2.44E-06
EGR3,0.999999958,4.16E-08
CATSPERE,0.999997371,2.63E-06
GPC5,0.396287538,0.603712462
VWA1,0.9966386,0.0033614
LINC00174,0.628075908,0.371924092
DNAJB8,0.252146866,0.747853134
GEMIN4,0.999998371,1.63E-06
HNRNPCL4,0.174009904,0.825990096
OR6W1P,0.781445645,0.218554355
AC073072.1,0.534634032,0.465365968
FJX1,0.884095315,0.115904685
OR13C6P,NA,NA
AL049647.1,0.542902015,0.457097985
LINC01699,NA,NA
KLHL28,0.960693252,0.039306748
MKRN3,1,1.63E-16
ZBTB18,0.999999832,1.68E-07
EEF1A1P27,3.77E-07,0.999999623
OR9A2,0.55095875,0.44904125
C14orf28,0.917367619,0.082632381
ALOX12B,0.587288096,0.412711904
SLC17A8,0.999999494,5.06E-07
EIF3J-AS1,0.8228441,0.1771559
SHARPIN,0.86863304,0.13136696
LBX2,0.806843648,0.193156352
DNHD1,0.99999912,8.80E-07
SLITRK4,0.997810556,0.002189444
HTR1D,0.105350886,0.894649114
GCC1,0.999997432,2.57E-06
LSMEM2,0.786461393,0.213538607
NBPF17P,0.688314101,0.311685899
AP003471.1,0.523020033,0.476979967
RNF151,NA,NA
CIITA,1,3.73E-16
ZFPM1,0.759253338,0.240746662
ALOX15B,0.999988472,1.15E-05
PLD6,0.972350513,0.027649487
GPHB5,0.974727688,0.025272312
GRM8,1,6.29E-26
CDC42EP4,0.86608088,0.13391912
DGKZP1,0.996381421,0.003618579
OR2AP1,3.85E-07,0.999999615
OR6C4,0.363874412,0.636125588
ZBTB42,1,1.10E-17
LACC1,0.999551534,0.000448466
MAF1,0.746845219,0.253154781
TPPP2,0.777183301,0.222816699
FCER1A,1,3.98E-21
RPRML,0.157395919,0.842604081
ARL14,0.469033246,0.530966754
LINC00305,0.71452667,0.28547333
OR6C2,0.749184343,0.250815657
WDR97,0.999999997,2.98E-09
NLRP8,0.287769061,0.712230939
PCED1B,0.549134228,0.450865772
FLJ37453,0.799114495,0.200885505
APOBEC3B,0.433067737,0.566932263
SYCN,NA,NA
AC135776.1,NA,NA
PIPOX,0.157765275,0.842234725
ATP8B5P,0.134741533,0.865258467
FOXS1,0.994981929,0.005018071
ATOH7,0.010242424,0.989757576
CDH5,0.673965866,0.326034134
LRRC3B,1,5.74E-77
OR7E22P,NA,NA
FAM216B,0.583522445,0.416477555
MRGPRX4,0.584284018,0.415715982
PCBP1-AS1,0.812161734,0.187838266
MYADM,0.964486055,0.035513945
MRGPRX3,1.76E-06,0.999998243
MROH1,1,8.30E-11
SERTAD2,0.999856947,0.000143053
PIK3CD-AS1,1,1.08E-28
AKAP5,0.518319829,0.481680171
NKPD1,1,5.60E-27
GIPC3,0.516824364,0.483175636
AC104581.1,1,4.48E-14
CITED4,0.015780025,0.984219975
ABCA13,0.775846375,0.224153625
NLRP11,0.109097177,0.890902823
TIGD5,0.999994967,5.03E-06
PDXDC1,0.608425726,0.391574274
PHC1P1,0.635603266,0.364396734
C1orf194,0.374819318,0.625180682
ZNF154,0.999999898,1.02E-07
R3HDM2,0.609218309,0.390781691
B3GNT3,0.364285432,0.635714568
ITLN1,0.596221926,0.403778074
NRXN1,0.999998833,1.17E-06
SEPHS2,0.998477072,0.001522928
OR10A7,0.001465042,0.998534958
GPBAR1,0.785173973,0.214826027
ZNF784,1,2.58E-12
ZNF648,0.598034775,0.401965225
C14orf119,0.472445157,0.527554843
CCR8,0.68616974,0.31383026
LINC00652,0.002427029,0.997572971
GOLGA8J,NA,NA
BBS10,0.999993235,6.76E-06
FIZ1,0.968713736,0.031286264
PUF60,0.973568709,0.026431291
SSC5D,0.999999988,1.15E-08
DCTPP1,0.534948668,0.465051332
ZNF771,1,2.77E-15
PPP1R14BP3,1,1.29E-13
AC140134.1,0.999987558,1.24E-05
TSHZ1,0.896556379,0.103443621
PSTK,0.999869013,0.000130987
SPDYE7P,0.953700226,0.046299774
AC010894.1,NA,NA
SOCS4,0.959479869,0.040520131
ZADH2,0.99887408,0.00112592
AC093909.1,0.732989231,0.267010769
OR1E1,4.21E-07,0.999999579
AC079741.1,NA,NA
ZNF48,0.750235938,0.249764062
AC087498.1,1,5.13E-64
FAM71E2,0.000704916,0.999295084
C3orf80,0.328194182,0.671805818
NKX2-6,2.82E-07,0.999999718
TMEM150B,0.671959528,0.328040472
C10orf91,0.303399857,0.696600143
OR3A4P,0.498480845,0.501519155
ANKRD18A,1,5.73E-11
WFDC11,NA,NA
TMEM86B,1,1.93E-11
OR3A1,1,3.15E-26
1-Sep,0.518052049,0.481947951
TRNAU1AP,0.999982559,1.74E-05
EXOC3,0.999674604,0.000325396
AC017081.1,0.001296322,0.998703678
TDRD6,1,8.18E-134
C12orf40,0.36428543,0.63571457
CSNK1A1L,1,5.03E-21
ACTA2-AS1,1,2.84E-22
HMGN2P9,NA,NA
XIAPP3,1,1.31E-115
LYNX1,1,8.67E-19
RPS12P23,0.99999998,2.04E-08
TH,0.863119402,0.136880598
FAR2P1,1,4.18E-29
MED14,0.835035938,0.164964062
FAHD1,0.988900097,0.011099903
HMGB1P14,0.429475021,0.570524979
TDRP,0.367799351,0.632200649
RCC1,0.996239019,0.003760981
WFDC9,0.960301028,0.039698972
MYLPF,1,8.22E-13
F2,0.584070889,0.415929111
FO393411.1,0.446510778,0.553489222
FAM71C,1,5.74E-44
TPT1P10,NA,NA
PRKRA,0.998248797,0.001751203
HERC2P3,1,1.80E-13
NACAP2,0.039582626,0.960417374
ZNRF2,0.999958152,4.18E-05
RRH,1,7.17E-134
SLC9A4,0.660187209,0.339812791
ZNF816,0.999991302,8.70E-06
PRNT,0.562187319,0.437812681
FGD6,0.999977356,2.26E-05
ADGRD2,1,7.67E-28
GPR139,0.823858943,0.176141057
LINC01869,3.52E-28,1
AL049610.1,0.1568184,0.8431816
PLD5,1,2.37E-13
OAZ2,0.979153425,0.020846575
WFDC10A,NA,NA
PNPLA1,0.979037357,0.020962643
ALX1,0.897442441,0.102557559
CCDC43,0.92734024,0.07265976
KCTD4,1,7.00E-38
MEIOC,3.88E-39,1
FZD2,1,8.35E-14
TIGD2,0.794642844,0.205357156
CCDC129,0.16276596,0.83723404
HCLS1,0.959359626,0.040640374
MTURN,0.374416326,0.625583674
ZNF609,0.8628314,0.1371686
PAK2,0.670355952,0.329644048
CCDC66,0.486509592,0.513490408
DEFB124,NA,NA
EMC3-AS1,0.999999998,1.72E-09
KRTAP9-7,NA,NA
ATP5EP2,0.684582636,0.315417364
MCFD2,0.836076737,0.163923263
OR10AA1P,4.53E-07,0.999999547
LINC00304,1,7.07E-22
HARBI1,1,7.05E-11
DEFB123,9.28E-07,0.999999072
C11orf71,0.995676953,0.004323047
CYP8B1,1,1.51E-35
OR6K6,NA,NA
OR6K4P,0.021871198,0.978128802
TPRXL,0.511050159,0.488949841
SERTM1,1,2.01E-25
GAS1,1,1.40E-36
ARHGAP45,0.93994889,0.06005111
AC022148.1,0.997030537,0.002969463
OR10Q1,3.96E-06,0.999996044
ZNF571,0.989540161,0.010459839
GLIPR1L2,1,1.44E-38
DEFB119,NA,NA
MIGA1,0.629028412,0.370971588
KCNE1,0.947263483,0.052736517
PRR26,0.683509998,0.316490002
NRIP1,0.164254846,0.835745154
ZSCAN4,0.921716582,0.078283418
BHLHA15,0.989658928,0.010341072
RNF182,0.861911148,0.138088852
C9orf139,1,8.93E-35
TSPYL5,0.999999992,7.82E-09
FUT7,0.999953129,4.69E-05
HIST1H2AC,0.247403268,0.752596732
AC068775.1,0.860770824,0.139229176
SRP9P1,0.367467586,0.632532414
SKIDA1,1,4.89E-42
HIST1H2BC,0.305780836,0.694219164
ZBTB12BP,0.094435258,0.905564742
MB21D2,0.177865954,0.822134046
GSX2,NA,NA
SSTR2,0.712366773,0.287633227
ZNF594,0.926702834,0.073297166
PCGF5,0.232033307,0.767966693
SLC47A2,0.408967017,0.591032983
PRF1,0.536373179,0.463626821
OR2A4,0.984638681,0.015361319
MAB21L1,0.249644481,0.750355519
RPL21P8,0.439516376,0.560483624
VN1R3,0.456254596,0.543745404
YOD1,0.808044018,0.191955982
EXOC5P1,0.020110323,0.979889677
TMEM64,0.529830339,0.470169661
C3orf22,0.142651176,0.857348824
OR10K2,0.110829388,0.889170612
LINC02363,0.999998661,1.34E-06
OR5AZ1P,0.017950345,0.982049655
CHRM4,0.999565338,0.000434662
OR51A9P,0.946637998,0.053362002
SHISA2,0.162766,0.837234
S1PR5,0.806095372,0.193904628
CLRN3,0.317610951,0.682389049
SMG1P3,1,5.42E-13
GPR157,0.702287267,0.297712733
PIPSL,0.899491696,0.100508304
CHST13,0.086555326,0.913444674
WDFY3-AS2,1,1.73E-10
OR7E129P,0.714345814,0.285654186
AGTR2,0.832999968,0.167000032
SLC36A4,0.999999999,7.47E-10
ZDHHC20,0.436874702,0.563125298
ANKRD30B,0.869143043,0.130856957
OR51E1,1,4.66E-56
ZFP3,0.995850598,0.004149402
ARSJ,1,1.24E-10
AL157366.1,NA,NA
HOXC9,1,1.35E-26
MAP3K15,1,1.34E-23
PPA1,0.608699673,0.391300327
HOXC10,0.460132997,0.539867003
PSMG4,0.853468069,0.146531931
BHLHE22,1,5.72E-15
MAP6D1,1,2.46E-34
CSNK1G2-AS1,0.578784962,0.421215038
ZNF443,0.991571829,0.008428171
